Date,Open,High,Low,Close,Volume
2012-03-23,15560,15960,15500,15940,720900
2012-03-26,16000,16040,15640,15820,873550
2012-03-27,15940,16340,15920,16340,984800
2012-03-28,16300,16520,16260,16380,1177400
2012-03-29,16200,16220,15960,16000,998550
2012-03-30,15900,15980,15800,15900,1265650
2012-04-02,16000,16100,15820,16100,1045050
2012-04-03,16340,16420,16120,16400,2704850
2012-04-04,16400,16420,16040,16180,1499750
2012-04-05,15880,16200,15680,16180,1725650
2012-04-06,16020,16180,15940,16120,1018650
2012-04-09,15940,16080,15920,15980,467650
2012-04-10,16040,16080,15560,15640,1355000
2012-04-12,16200,16200,15040,15660,2027850
2012-04-13,15660,15900,15580,15900,714200
2012-04-16,15620,15720,15240,15520,1513500
2012-04-17,15400,15460,14900,14920,2060850
2012-04-18,15240,15360,15120,15300,2896050
2012-04-19,15180,15300,15060,15260,3308450
2012-04-20,15100,15180,14900,15000,1254050
2012-04-23,14820,14920,14740,14840,1601300
2012-04-24,14720,14820,14640,14820,2737000
2012-04-25,15180,15480,15160,15340,5271550
2012-04-26,15480,15980,15480,15960,2188550
2012-04-27,16000,16200,15980,16120,2487550
2012-04-30,16120,16180,15860,16180,3321500
2012-05-02,16260,16260,16040,16180,2514200
2012-05-03,16080,16180,15960,16060,1466100
2012-05-04,15620,15860,15440,15520,1933900
2012-05-07,15120,15240,14960,15060,2458000
2012-05-08,15200,15220,14920,15000,1723750
2012-05-09,15280,15360,15000,15240,1139650
2012-05-10,15360,15420,15120,15240,1080650
2012-05-11,15240,15360,15060,15160,960400
2012-05-14,15300,15400,15180,15240,1134200
2012-05-15,15100,15140,14640,14860,2224100
2012-05-16,15000,15000,14140,14200,2139450
2012-05-17,14460,14460,13960,14360,903650
2012-05-18,14000,14160,13800,13860,1095150
2012-05-21,13960,14260,13960,14080,845850
2012-05-22,14780,14780,14460,14680,1267500
2012-05-23,14660,14660,14080,14540,911700
2012-05-24,14540,14600,14180,14320,928900
2012-05-25,14380,14440,14140,14200,981550
2012-05-29,14260,14380,14020,14360,1398750
2012-05-30,14380,14420,14120,14220,662700
2012-05-31,14040,14260,14000,14220,1803350
2012-06-01,14220,14400,14140,14320,838850
2012-06-04,13980,13980,13540,13740,1486650
2012-06-05,13940,13940,13560,13560,677700
2012-06-07,14140,14480,13920,14480,1480850
2012-06-08,14540,14540,14180,14440,406950
2012-06-11,14800,14860,14600,14800,591250
2012-06-12,14700,14800,14540,14800,875800
2012-06-13,15040,15040,14880,15040,1109200
2012-06-14,14960,15120,14940,15040,713650
