Date,Open,High,Low,Close,Volume
2014-05-15,483500,489500,483000,486500,29782
2014-05-16,484000,491000,483000,490000,54362
2014-05-19,492000,499000,487000,495000,44847
2014-05-20,491000,511000,491000,509000,69796
2014-05-21,505000,514000,499000,500000,53966
2014-05-22,501000,504000,492000,493000,23479
2014-05-23,496000,498000,485000,492500,38260
2014-05-26,498500,508000,495000,498000,27873
2014-05-27,503000,510000,492500,507000,48087
2014-05-28,503000,507000,491500,493500,72134
2014-05-29,495500,497000,486500,488000,45018
2014-05-30,490000,517000,487500,510000,100041
2014-06-02,510000,531000,509000,523000,63540
2014-06-03,518000,543000,513000,537000,72134
2014-06-05,502000,507000,472500,472500,251908
2014-06-09,486500,489500,472000,476000,127168
2014-06-10,479500,483000,476500,480000,73139
2014-06-11,480500,485000,478000,479000,48375
2014-06-12,483000,486500,480000,483000,48824
2014-06-13,484000,485000,479000,482500,40010
2014-06-16,480500,480500,467000,473000,38562
2014-06-17,470000,470000,440000,440500,172983
2014-06-18,441000,443500,431000,432000,128887
2014-06-19,435000,439000,433500,438000,83596
2014-06-20,435000,437500,426000,426000,91195
2014-06-23,430000,433500,421000,427000,66981
2014-06-24,427500,443000,423000,441000,68129
2014-06-25,441000,447000,438000,438000,57804
2014-06-26,441000,449500,436000,449000,64792
2014-06-27,452000,458500,450500,455000,78939
2014-06-30,457500,457500,449000,455500,49134
2014-07-01,455000,455000,444000,445000,43895
2014-07-02,447000,449000,445000,446000,54200
2014-07-03,444000,447500,432000,433500,95441
2014-07-04,435000,437000,430500,431000,65294
2014-07-07,433000,436000,431000,434500,36223
